text,id
Another Lazarus Group malware sample checks for the presence of the following Registry ke   -Qt., T1012 
OilRig has used reg query ?????   Server  ????on a victim to query the Registry., T1012 
OSInfo queries the registry to look for information about Terminal Services., T1012 
PlugX can enumerate and query for information contained within the Windows Registry., T1012 
POWERSOURCE queries Registry keys in preparation for setting Run keys to achieve persistence., T1012 
PowerSploit contains a collection of Privesc-PowerUp modules that can query Registry keys for potential opportunities., T1012 
POWRUNER may query the Registry by running reg query on a victim., T1012 
Proxysvc gathers product names from the Registry ke       ProductName and the processor description from the Registry key     ProcessorNameString., T1012 
QUADAGENT checks if a value exists within a Registry key in the HKCU hive whose name is the same as the scheduled task it has created., T1012 
RATANKBA uses the command reg query ?????   ????, T1012 
Reaver queries the Registry to determine the correct Startup path to use for persistence., T1012 
Reg may be used to gather details from the Windows Registry of a local or remote system at the command-line interface., T1012 
ROKRAT accesses the    SMBiosData Registry key to obtain the System manufacturer value to identify the machine type., T1012 
Shamoon queries several Registry keys to identify hard disk partitions to overwrite., T1012 
Stealth Falcon malware attempts to determine the installed version of .NET by querying the Registry., T1012 
StoneDrill has looked in the registry to find the default browser path., T1012 
SynAck enumerates Registry keys associated with event logs., T1012 
A Threat Group-3390 tool can read and decrypt stored Registry values., T1012 
Turla surveys a system upon check-in to discover information in the Windows Registry with the reg query command., T1012 
Turla has also retrieved PowerShell payloads hidden in Registry keys as well as checking keys associated with null session named pipes ., T1012 
Ursnif has used Reg to query the Registry for installed programs., T1012 
Volgmer checks the system for certain Registry keys., T1012 
WINDSHIELD can gather Registry values., T1012 
Zebrocy executes the reg query command to obtain information in the Registry., T1012 
Zeus Panda checks for the existence of a Registry key and if it contains certain values., T1012 
ZxShell can query the netsvc group value data located in the svchost group Registry key., T1012 
iKitten adds an entry to the rc mon file for persistence., T1163 
This feature can be disabled entirely with the following terminal comman  defaults write -g ApplePersistence -bool no., T1164 
Holding the Shift key while logging in prevents apps from opening automatically., T1164 
3PARA RAT will sleep until after a date  file has passed., T1108 
"This allows the RAT to remain dormant until a set date, which could allow a means to regain access if other parts of the actors' toolset are removed from a victim.", T1108 
APT3 has been known to use multiple backdoors per campaign., T1108 
Cobalt Group has used TeamViewer to preserve remote access in case control using the Cobalt Strike module was lost., T1108 
FIN5 maintains access to victim environments by using Valid Accounts to access External Remote Services as well as establishing a backup RDP tunnel by using FLIPSIDE., T1108 
Leafminer used a tool called Imecab to set up a persistent remote access account on the victim machine., T1108 
OilRig has used RGDoor via Web shell to establish redundant access., T1108 
"The group has also used harvested credentials to gain access to Internet-accessible resources such as Outlook Web Access, which could be used for redundant access.", T1108 
Stolen Pencil has a tool to add a Windows admin account in order to allow them to ensure continued access via RDP., T1108 
Threat Group-3390 has deployed backup web shells and obtained OWA account credentials during intrusions that it subsequently used to attempt to regain access when evicted from a victim network., T1108 
ADVSTORESHELL achieves persistence by adding itself to the     Registry key., T1060 
Agent Tesla adds itself to the Registry as a startup program to establish persistence., T1060 
APT18 establishes persistence via the     key., T1060 
An APT19 HTTP malware variant establishes persistence by setting the Registry key    Windows Debug Tools-directory, T1060 
APT29 added Registry Run keys to establish persistence., T1060 
APT3 places scripts in the startup folder for persistence., T1060 
"APT32 established persistence using Registry Run keys, both to execute PowerShell and VBS scripts as well as to execute their backdoor directly.", T1060 
APT33 has deployed a tool known as DarkComet to the Startup folder of a victim., T1060 
APT37's has added persistence via the Registry key   Run\., T1060 
APT39 has maintained persistence using the startup folder., T1060 
APT41 created and modified startup files for persistence., T1060 
Astaroth creates a startup item for persistence., T1060 
BabyShark has added a Registry key to ensure all future macros are enabled for Microsoft Word and Excel as well as for additional persistence., T1060 
Backdoor.Oldrea adds Registry Run keys to achieve persistence., T1060 
BACKSPACE achieves persistence by creating a shortcut to itself in the CSIDL_STARTUP directory., T1060 
BADNEWS installs a registry Run key to establish persistence., T1060 
BadPatch establishes a foothold by adding a link to the malware executable in the startup folder., T1060 
BBSRAT has been loaded through DLL side-loading of a legitimate Citrix executable that is set to persist through the Registry Run key location    ssonsvr ., T1060 
Bisonal adds itself to the Registry key   Run\ for persistence., T1060 
The BlackEnergy 3 variant drops its main DLL component and then creates a   shortcut to that file in the startup folder., T1060 
Briba creates run key Registry entries pointing to malicious DLLs dropped to disk., T1060 
BRONZE BUTLER has used a batch script that adds a Registry Run key to establish malware persistence., T1060 
Carbanak stores a configuration files in the startup directory to automatically execute commands in order to persist across reboots., T1060 
Cardinal RAT establishes Persistence by setting the        Registry key to point to its executable., T1060 
ChChes establishes persistence by adding a Registry Run key., T1060 
Cobalt Group has used Registry Run keys for persistence., T1060 
The group has also set a Startup path to launch the PowerShell shell command and download Cobalt Strike., T1060 
Cobian RAT creates an autostart Registry key to ensure persistence., T1060 
Comnie achieves persistence by adding a shortcut of itself to the startup path in the Registry., T1060 
"CORESHELL has established persistence by creating autostart extensibility point   Registry entries in the Run key and other Registry keys, as well as by creating shortcuts in the Internet Explorer Quick Start folder.", T1060 
One persistence mechanism used by CozyCar is to set itself to be executed at system startup by adding a Registry value under one of the following Registry key, T1060 
CrossRAT uses run keys for persistence on Windows, T1060 
Dark Caracal's version of Bandook adds a registry key to     for persistence., T1060 
DarkComet adds several Registry entries to enable automatic execution at every system startup., T1060 
Darkhotel has been known to establish persistence by adding programs to the Run Registry key., T1060 
DownPaper uses PowerShell to add a Registry Run key in order to establish persistence., T1060 
Dragonfly 2.0 added the registry value ntdll to the Registry Run key to establish persistence., T1060 
DustySky achieves persistence by creating a Registry entry in    ., T1060 
"If establishing persistence by installation as a new service fails, one variant of Elise establishes persistence for the created   file by setting the following Registry ke     svchost : directory", T1060 
Other variants have set the following Registry keys for persistenc     imejp : [self] and    IAStorD., T1060 
Variants of Emissary have added Run Registry keys to establish persistence., T1060 
Emotet has been observed adding the downloaded payload to the     key to maintain persistence., T1060 
Empire can modify the registry run keys     and     for persistence., T1060 
EvilBunny has created Registry keys for persistence in [HKLM|HKCU]\?????\ ., T1060 
EvilGrab adds a Registry Run key for ctfmon  to establish persistence., T1060 
FELIXROOT adds a shortcut file to the startup folder for persistence., T1060 
FIN10 has established persistence by using the Registry option in PowerShell Empire to add a Run key., T1060 
FIN6 has used Registry Run keys to establish persistence for its downloader tools known as HARDTACK and SHIPBREAD., T1060 
"FIN7 malware has created Registry Run and RunOnce keys to establish persistence, and has also added items to the Startup folder.", T1060 
Final1stspy creates a Registry Run key to establish persistence., T1060 
FinFisher establishes persistence by creating the Registry key   Run., T1060 
FLASHFLOOD achieves persistence by making an entry in the Registry's Run key., T1060 
Gazer can establish persistence by creating a   file in the Start menu., T1060 
gh0st RAT adds a Registry Run key to establish persistence., T1060 
Gold Dragon establishes persistence in the Startup folder., T1060 
Gorgon Group malware can create a   file and add a Registry Run key to establish persistence., T1060 
"GRIFFON has used a persistence module that stores the implant inside the Registry, which executes at logon.", T1060 
Helminth establishes persistence by creating a shortcut in the Start Menu folder., T1060 
Hi-Zor creates a Registry Run key to establish persistence., T1060 
Honeybee uses a batch file that configures the ComSysApp service to autostart in order to establish persistence., T1060 
HTTPBrowser has established persistence by setting the     key value for wdm to the path of the executable., T1060 
It has also used the Registry entry     vpdn ?????directory, T1060 
Some InnaputRAT variants establish persistence by modifying the Registry key HKU\\  Ru, T1060 
Ixeshe can achieve persistence by adding itself to the     Registry key., T1060 
JCry has created payloads in the Startup directory to maintain persistence., T1060 
JHUHUGIT has used a Registry Run key to establish persistence by executing JavaScript code within the rundll32  process., T1060 
Kasidet creates a Registry Run key to establish persistence., T1060 
Kazuar adds a sub-key under several Registry run keys., T1060 
Several Ke3chang backdoors achieved persistence by adding a Run key., T1060 
Kimsuky has placed scripts in the startup folder for persistence., T1060 
A version of KONNI drops a Windows shortcut into the Startup folder to establish persistence., T1060 
Lazarus Group malware attempts to maintain persistence by saving itself in the Start menu folder or by adding a Registry Run key., T1060 
Leviathan has used JavaScript to create a shortcut file in the Startup folder that points to its main backdoor., T1060 
LoJax has modified the Registry key ?????  Session  ???? from ?????autocheck autochk ????? to ?????autocheck autoche, T1060 
Regsvcs and Regasm may not be necessary within a given environment., T1121 
Block execution of Regsvcs  and Regasm  if they are not required for a given system or network to prevent potential misuse by adversaries., T1121 
APT19 used Regsvr32 to bypass application whitelisting techniques., T1117 
APT32 created a Scheduled Task that used regsvr32  to execute a COM scriptlet that dynamically downloaded a backdoor and injected it into memory., T1117 
The group has also used regsvr32 to run their backdoor., T1117 
Astaroth can be loaded through regsvr32 ., T1117 
Cobalt Group has used regsvr32  to execute scripts., T1117 
Deep Panda has used regsvr32  to execute a server variant of Derusbi in victim networks., T1117 
Derusbi variants have been seen that use Registry persistence to proxy execution through regsvr32 ., T1117 
Hi-Zor executes using regsvr32  called from the Registry Run Keys / Startup Folder persistence mechanism., T1117 
Koadic can use Regsvr32 to execute additional payloads., T1117 
Leviathan has used regsvr32 for execution., T1117 
More_eggs has used regsvr32  to execute the malicious DLL., T1117 
Some Orz versions have an embedded DLL known as MockDll that uses Process Hollowing and regsvr32 to execute another payload., T1117 
RogueRobin uses regsvr32  to run a   file for execution., T1117 
WIRTE has used Regsvr32  to trigger the execution of a malicious script., T1117 
Xbash can use regsvr32 for executing scripts., T1117 
Carbanak used legitimate programs such as AmmyAdmin and Team Viewer for remote interactive C2 to target systems., T1219 
Cobalt Group used the Ammyy Admin tool as well as TeamViewer for remote access., T1219 
Dridex contains a module for VNC., T1219 
Kimsuky has used a modified TeamViewer client as a command and control channel., T1219 
Night Dragon has used several remote administration tools as persistent infiltration channels., T1219 
Thrip used a cloud-based remote access software called LogMeIn for their attacks., T1219 
The APT1 group is known to have used RDP during operations., T1076 
APT3 enables the Remote Desktop Protocol for persistence., T1076 
APT39 has been seen using RDP for lateral movement and persistence., T1076 
APT41 used RDP for lateral movement., T1076 
The Axiom group is known to have used RDP during operations., T1076 
Carbanak enables concurrent Remote Desktop Protocol  ., T1076 
Cobalt Group has used Remote Desktop Protocol to conduct lateral movement., T1076 
Cobalt Strike can start a VNC-based remote desktop server and tunnel the connection through the already established C2 channel., T1076 
DarkComet can open an active screen of the victim?????s machine and take control of the mouse and keyboard., T1076 
Dragonfly 2.0 moved laterally via RDP., T1076 
FIN10 has used RDP to move laterally to systems in the victim environment., T1076 
FIN6 used RDP to move laterally in victim networks., T1076 
FIN8 has used RDP for Lateral Movement., T1076 
jRAT can support RDP control., T1076 
Koadic can enable remote desktop on the victim's machine., T1076 
Lazarus Group malware SierraCharlie uses RDP for propagation., T1076 
Leviathan has targeted RDP credentials and used it to move through the victim environment., T1076 
menuPass has used RDP connections to move across the victim network., T1076 
njRAT has a module for performing remote desktop access., T1076 
OilRig has used Remote Desktop Protocol for lateral movement., T1076 
The group has also used tunneling tools to tunnel RDP into the environment., T1076 
Patchwork attempted to use RDP to move laterally., T1076 
Pupy can enable/disable RDP connection and can start a remote desktop session using a browser web socket client., T1076 
QuasarRAT has a module for performing remote desktop access., T1076 
Revenge RAT has a plugin to perform RDP access., T1076 
ServHelper has commands for adding a remote desktop user and sending RDP traffic to the attacker through a reverse SSH tunnel., T1076 
Stolen Pencil utilized RDP for direct remote point-and-click access., T1076 
TEMP.Veles utilized RDP throughout an operation., T1076 
WannaCry enumerates current remote desktop sessions and tries to execute the malware on each session., T1076 
zwShell has used RDP for lateral movement., T1076 
Agent Tesla can download additional files for execution on the victim?????s machine., T1105 
Agent  attempts to download an encrypted binary from a specified domain., T1105 
APT18 can upload a file to the victim?????s machine., T1105 
"APT28 has downloaded additional files, including by using a first-stage downloader to contact the C2 server to obtain the second-stage implant.", T1105 
APT3 has a tool that can copy files to remote machines., T1105 
APT32 has added JavaScript to victim websites to download additional frameworks that profile and compromise website visitors., T1105 
APT33 has downloaded additional files and programs from its C2 server., T1105 
APT37 has downloaded second stage malware from compromised websites., T1105 
"APT38 used a backdoor, NESTEGG, that has the capability to download and upload files to and from a victim?????s machine.", T1105 
Astaroth uses certutil and BITSAdmin to download additional malware., T1105 
AuditCred can download files and additional malware., T1105 
Azorult can download and execute additional files., T1105 
Azorult has also downloaded a ransomware payload called Hermes., T1105 
BabyShark has downloaded additional files from the C2., T1105 
"BADNEWS is capable of downloading additional files through C2 channels, including a new version of itself.", T1105 
BadPatch can download and execute or update malware., T1105 
Bankshot uploads files and secondary payloads to the victim's machine., T1105 
BISCUIT has a command to download a file from the C2 server., T1105 
Bisonal has the capability to download files to execute on the victim?????s machine., T1105 
BITSAdmin can be used to create BITS Jobs to upload and/or download files., T1105 
BONDUPDATER can download or upload files from its C2 server., T1105 
Briba downloads files onto infected hosts., T1105 
"BRONZE BUTLER has used various tools to download files, including DGet  .", T1105 
Calisto has the capability to upload and download files to the victim's machine., T1105 
CallMe has the capability to download a file to the victim from the C2 server., T1105 
Cannon can download a payload for execution., T1105 
Cardinal RAT is downloaded and installed via an executed Assess leadership areas of interest payload., T1105 
Cardinal RAT can also download and execute additional payloads., T1105 
certutil can be used to download files from a given URL., T1105 
"ChChes is capable of downloading files, including additional modules.", T1105 
China Chopper's server component can download remote files., T1105 
CHOPSTICK is capable of performing remote file transmission., T1105 
CloudDuke downloads and executes additional malware from either a Web address or a Microsoft OneDrive account., T1105 
cmd can be used to copy files to a remotely connected system., T1105 
Cobalt Group has used public sites such as github  and sendspace  to upload files and then download them to victim computers., T1105 
The group's JavaScript backdoor is also capable of downloading files., T1105 
CoinTicker executes a Python script to download its second stage., T1105 
CORESHELL downloads another dropper from its C2 server., T1105 
Crimson contains a command to retrieve files from its C2 server., T1105 
DarkComet can load any files onto the infected machine to execute., T1105 
Daserf can download remote files., T1105 
DDKONG downloads and uploads files on the victim?????s machine., T1105 
Denis deploys additional backdoors and hacking tools to the system., T1105 
Dipsind can download remote files., T1105 
DOGCALL can download and execute additional payloads., T1105 
"After downloading its main config file, Downdelph downloads multiple payloads from C2 servers.", T1105 
Dragonfly 2.0 copied and installed tools for operations once in the victim environment., T1105 
DustySky searches for network drives and removable media and duplicates itself onto them., T1105 
Dyre has a command to download and executes additional files., T1105 
The Ritsol backdoor trojan used by Elderwood can download files onto a compromised host from a remote location., T1105 
Elise can download additional files from the C2 server for execution., T1105 
Emissary has the capability to download files from the C2 server., T1105 
Empire can upload and download to and from a victim machine., T1105 
esentutl can be used to copy files from a remote host or download files from a given URL., T1105 
EvilBunny has downloaded additional Lua scripts from the C2., T1105 
Exaramel for Linux has a command to download a file from a remote server., T1105 
Expand can be used to download or upload a file over a network share., T1105 
Felismus can download files from remote servers., T1105 
FELIXROOT downloads and uploads files to and from the victim?????s machine., T1105 
FIN10 has deployed Meterpreter stagers and SplinterRAT instances in the victim network after moving laterally., T1105 
"FIN7 has downloaded additional malware to execute on the victim's machine, including by using a PowerShell script to launch shellcode that retrieves an additional payload.", T1105 
FIN8 has used remote code execution to download subsequent payloads., T1105 
Tools used by Gamaredon Group are capable of downloading and executing additional payloads., T1105 
Gazer can execute a task to download a file., T1105 
gh0st RAT can download files to the victim?????s machine., T1105 
Gold Dragon can download additional components from the C2 server., T1105 
Gorgon Group malware can download additional files from C2 servers., T1105 
GreyEnergy can download additional modules and payloads., T1105 
H1N1 contains a command to download and execute a file from a remotely hosted URL using WinINet HTTP requests., T1105 
can download and execute a second-stage payload., T1105 
HAWKBALL has downloaded additional files from the C2., T1105 
Helminth can download additional files., T1105 
Hi-Zor has the ability to upload and download files from its C2 server., T1105 
HiddenWasp downloads a tar compressed archive from a download server to the system., T1105 
HOPLIGHT has the ability to connect to a remote host in order to upload and download files., T1105 
HTTPBrowser is capable of writing a file to the compromised system from the C2 server., T1105 
Hydraq creates a backdoor through which remote attackers can download files and additional malware components., T1105 
HyperBro has the ability to download additional files., T1105 
InvisiMole can upload files to the victim's machine for operations., T1105 
Ixeshe can download and execute additional files., T1105 
JHUHUGIT can retrieve an additional payload from its C2 server., T1105 
JHUHUGIT has a command to download files to the victim?????s machine., T1105 
JPIN can download files and upgrade itself., T1105 
jRAT can download and execute files., T1105 
"KARAE can upload and download files, including second-stage malware.", T1105 
Kasidet has the ability to download and execute additional files., T1105 
"Kazuar downloads additional plug-ins to load on the victim?????s machine, including the ability to upgrade and replace its own binary.", T1105 
KeyBoy has a download and upload functionality., T1105 
KEYMARBLE can upload files to the victim?????s machine and can download additional payloads., T1105 
Koadic can download additional files., T1105 
KONNI can download files and execute them on the victim?????s machine., T1105 
Kwampirs downloads additional files from C2 servers., T1105 
Several Lazarus Group malware families are capable of downloading and executing binaries from its C2 server., T1105 
Leviathan has downloaded additional scripts and files from adversary-controlled servers., T1105 
Leviathan has also used an uploader known as LUNCHMONEY that can exfiltrate files to Dropbox., T1105 
LightNeuron has the ability to download and execute additional files., T1105 
Linfo creates a backdoor through which remote attackers can download files onto compromised hosts., T1105 
"LockerGoga has been observed moving around the victim network via SMB, indicating the actors behind this ransomware are manually copying files form computer to computer instead of self-propagating.", T1105 
"LOWBALL uses the Dropbox API to request two files, one of which is the same file as the one dropped by the malicious email attachment.", T1105 
This is most likely meant to be a mechanism to update the compromised host with a new version of the LOWBALL malware., T1105 
Machete can download additional files for execution on the victim?????s machine., T1105 
Magic Hound has downloaded additional code and files from servers onto victims., T1105 
menuPass has installed updates and new malware on victims., T1105 
Micropsia can download and execute an executable from the C2 server., T1105 
MiniDuke can download additional encrypted backdoors onto the victim via GIF files., T1105 
Misdat is capable of downloading files from the C2., T1105 
Mivast has the capability to download and execute   files., T1105 
MobileOrder has a command to download a file from the C2 server to the victim mobile device's SD card., T1105 
More_eggs can download and launch additional payloads., T1105 
Mosquito can upload and download files to the victim., T1105 
MuddyWater has used malware that can upload additional files to the victim?????s machine., T1105 
NanHaiShu can download additional files from URLs., T1105 
NanoCore has the capability to download and activate additional modules for execution., T1105 
NavRAT can download files remotely., T1105 
NDiskMonitor can download and execute a file from given URL., T1105 
Nerex creates a backdoor through which remote attackers can download files onto a compromised host., T1105 
Nidiran can download and execute files., T1105 
njRAT can upload and download files to and from the victim?????s machine., T1105 
NOKKI has downloaded a remote module for execution., T1105 
Octopus can upload and download files to and from the victim?????s machine., T1105 
OilRig can download remote files onto victims., T1105 
Olympic Destroyer attempts to copy itself to remote machines on the network., T1105 
OopsIE can download files from its C2 server to the victim's machine., T1105 
Orz can download files onto the victim., T1105 
OSX_OCEANLOTUS.D has a command to download and execute a file on the victim?????s machine., T1105 
Pasam creates a backdoor through which remote attackers can upload files., T1105 
Patchwork payloads download additional files from the C2 server., T1105 
Pisloader has a command to upload a file to the victim machine., T1105 
PLAINTEE has downloaded and executed additional plugins., T1105 
PLATINUM has transferred files using the Intel???? Active Management Technology   Serial-over-LAN   channel., T1105 
PlugX has a module to download and execute files on the compromised machine., T1105 
PoisonIvy creates a backdoor through which remote attackers can upload files., T1105 
POSHSPY downloads and executes additional PowerShell code and Windows binaries., T1105 
PowerDuke has a command to download a file., T1105 
POWERSOURCE has been observed being used to download TEXTMATE and the Cobalt Strike Beacon payload onto victims., T1105 
POWERSTATS can retrieve and execute additional PowerShell payloads from the C2 server., T1105 
POWRUNER can download or upload files from its C2 server., T1105 
Psylo has a command to download a file to the system from its C2 server., T1105 
Pteranodon can download and execute additional files., T1105 
PUNCHBUGGY can download additional files and payloads to compromised hosts., T1105 
Pupy can upload and download to/from a victim machine., T1105 
QuasarRAT can download files to the victim?????s machine and execute them., T1105 
"Rancor has downloaded additional malware, including by using certutil.", T1105 
RARSTONE downloads its backdoor component from a C2 server and loads it directly into memory., T1105 
RATANKBA uploads and downloads information., T1105 
RedLeaves is capable of downloading a file from a specified URL., T1105 
Remcos can upload and download files to and from the victim?????s machine., T1105 
RemoteCMD copies a file over to the remote system before execution., T1105 
Remsec contains a network loader to receive executable modules from remote attackers and run them on the local victim., T1105 
It can also upload and download files over HTTP and HTTPS., T1105 
Revenge RAT has the ability to upload and download files., T1105 
RGDoor uploads and downloads files to and from the victim?????s machine., T1105 
RogueRobin can save a new file to the system from the C2 server., T1105 
ROKRAT retrieves additional malicious payloads from the C2 server., T1105 
RTM can download additional files., T1105 
Sakula has the capability to download files., T1105 
SeaDuke is capable of uploading and downloading files., T1105 
Seasalt has a command to download additional files., T1105 
SEASHARPEE can download remote files onto victims., T1105 
ServHelper may download additional files to execute., T1105 
Shamoon can download an executable to run on the victim., T1105 
SHUTTERSPEED can download and execute an arbitary executable., T1105 
SLOWDRIFT downloads additional payloads., T1105 
Smoke Loader downloads a new version of itself once it has installed., T1105 
It also downloads additional plugins., T1105 
"Soft Cell dropped additional tools to victims during their operation, including portqry , a renamed cmd  file, winrar, and HTRAN.", T1105 
SpeakUp downloads and executes additional files from a remote server., T1105 
"SQLRat can make a direct SQL connection to a Microsoft database controlled by the attackers, retrieve an item from the bindata table, then write and execute the file on disk.", T1105 
StoneDrill has downloaded and dropped temporary files containing scripts; it additionally has a function to upload files from the victims machine., T1105 
TA505 has downloaded additional malware to execute on victim systems., T1105 
TDTESS has a command to download and execute an additional file., T1105 
"After re-establishing access to a victim network, Threat Group-3390 actors download tools including gsecdump and WCE that are staged temporarily on websites that were previously compromised but never used.", T1105 
TrickBot downloads several additional files and saves them to the victim's machine., T1105 
"Trojan.Karagany can upload, download, and execute files on the victim.", T1105 
Turla has used shellcode to download Meterpreter after compromising a victim., T1105 
Turla RPC backdoors can also download files onto victim machines., T1105 
TURNEDUP is capable of downloading additional files., T1105 
TYPEFRAME can upload and download files to the victim?????s machine., T1105 
UBoatRAT can upload and download files to the victim?????s machine., T1105 
Unknown Logger is capable of downloading remote files., T1105 
UPPERCUT can download and upload files to and from the victim?????s machine., T1105 
Ursnif has dropped payload and configuration files to disk., T1105 
Ursnif has also been used to download and execute additional payloads., T1105 
Vasport can download files., T1105 
VERMIN can download and upload files to the victim's machine., T1105 
Volgmer can download remote files and additional payloads to the victim's machine., T1105 
WannaCry attempts to copy itself to remote computers after gaining access via an SMB exploit., T1105 
WEBC2 can download and execute a file., T1105 
Wiarp creates a backdoor through which remote attackers can download files., T1105 
WIRTE has downloaded PowerShell code from the C2 server to be executed., T1105 
Xbash can download additional malicious files from its C2 server., T1105 
XTunnel is capable of downloading additional files., T1105 
Yahoyah uses HTTP GET requests to download other files that are executed in memory., T1105 
"Zebrocy obtains additional code to execute on the victim's machine, including the downloading of a secondary payload.", T1105 
ZeroT can download additional payloads onto the victim., T1105 
Zeus Panda can download additional malware plug-in modules and execute them on the victim?????s machine., T1105 
ZLib has the ability to download files., T1105 
ZxShell has a command to transfer files from a remote host., T1105 
APT39 used secure shell   to move laterally among their targets., T1021 
Empire contains modules for executing commands over SSH as well as in-memory VNC agent injection., T1021 
GCMAN uses Putty and VNC for lateral movement., T1021 
Leviathan used ssh for internal reconnaissance., T1021 
menuPass has used Putty Secure Copy Client   to transfer data., T1021 
OilRig has used Putty to access compromised systems., T1021 
Proton uses VNC to connect into systems., T1021 
TEMP.Veles has relied on encrypted SSH-based tunnels to transfer tools and for remote command/program execution., T1021 
ZxShell supports functionality for VNC sessions., T1021 
APT3 has a tool that can detect the existence of remote systems., T1018 
"APT32 used the net view command to show all shares available, including the administrative shares such as C$ and ADMIN$.", T1018 
APT32 also used the ping command., T1018 
BRONZE BUTLER typically use ping and Net to enumerate systems., T1018 
Carbon uses the net view command., T1018 
Cobalt Strike uses the native Windows Network Enumeration APIs to interrogate and discover targets in a Windows Active Directory network., T1018 
Comnie runs the net view command, T1018 
Deep Panda has used ping to identify other machines of interest., T1018 
Dragonfly 2.0 likely obtained a list of hosts in the victim environment., T1018 
Epic uses the net view command on the victim?????s machine., T1018 
FIN5 has used the open source tool Essential NetTools to map the network and build a list of targets., T1018 
"FIN6 used publicly available tools   to map the internal network and conduct reconnaissance against Active Directory, Structured Query Language   servers, and NetBIOS.", T1018 
FIN8 uses dsquery and other Active Directory utilities to enumerate hosts., T1018 
"Ke3chang has used network scanning and enumeration tools, including Ping.", T1018 
Kwampirs collects a list of available servers with the command net view., T1018 
Leafminer used Microsoft?????s Sysinternals tools to gather detailed information about remote systems., T1018 
menuPass uses scripts to enumerate IP ranges on the victim network., T1018 
menuPass has also issued the command net view directory to a PlugX implant to gather information about remote systems on the network., T1018 
MURKYTOP has the capability to identify remote hosts on connected networks., T1018 
Commands such as net view can be used in Net to gather information about available remote systems., T1018 
njRAT can identify remote hosts on connected networks., T1018 
Nltest may be used to enumerate remote domain controllers using options such as directory and directory, T1018 
Olympic Destroyer uses Windows Management Instrumentation to enumerate all systems in the network., T1018 
OSInfo performs a connection test to discover remote systems in the network, T1018 
Ping can be used to identify remote systems within a network., T1018 
RATANKBA runs the net view directory and net view commands., T1018 
Remsec can ping or traceroute a remote host., T1018 
Shamoon scans the C-class subnet of the IPs on the victim's interfaces., T1018 
"SHOTPUT has a command to list all servers in the domain, as well as one to locate domain controllers on a domain.", T1018 
Soft Cell used a modified version of nbtscan to identify available NetBIOS name servers over the network as well as ping to identify remote systems., T1018 
Sykipot may use net view directory to display hostnames of available systems on a network., T1018 
Threat Group-3390 has used the net view command., T1018 
Turla surveys a system upon check-in to discover remote systems on a local network using the net view and net view directory commands., T1018 
WannaCry scans its local network segment for remote systems to try to exploit and copy itself to., T1018 
yty uses the net view command for discovery., T1018 
Agent  drops itself onto removable media devices and creates an autorun  file with an instruction to run that file., T1091 
"When the device is inserted into another system, it opens autorun  and loads the malware.", T1091 
APT28 uses a tool to infect connected USB devices and transmit itself to air-gapped computers when the infected USB device is inserted., T1091 
Part of APT28's operation involved using CHOPSTICK modules to copy itself to air-gapped machines and using files written to USB sticks to transfer data and command traffic., T1091 
Darkhotel's selective infector modifies executables stored on removable media as a method of spreading across computers., T1091 
DustySky searches for removable media and duplicates itself onto it., T1091 
Flame contains modules to infect USB sticks and spread laterally to other Windows systems the stick is plugged into using Autorun functionality., T1091 
H1N1 has functionality to copy itself to removable media., T1091 
njRAT can be configured to spread via removable drives., T1091 
APT30 may have used the SHIPSHAPE malware to move onto air-gapped networks., T1091 
SHIPSHAPE targets removable drives to spread to other systems by modifying the drive to use Autorun to execute or by hiding legitimate document files and copying an executable to the folder with the same name as the legitimate document., T1091 
Unknown Logger is capable of spreading to USB devices., T1091 
Ursnif has copied itself to and infected removable drives for propagation., T1091 
USBStealer drops itself onto removable media and relies on Autorun to execute the malicious file when a user opens the removable media on another system., T1091 
APT41 deployed a Monero cryptocurrency mining tool in a victim?????s environment., T1496 
Lazarus Group has subset groups like Bluenoroff who have used cryptocurrency mining software on victim machines., T1496 
APT28 has used a UEFI   rootkit known as LoJax., T1014 
APT41 deployed rootkits on Linux systems., T1014 
Hacking Team UEFI Rootkit is a UEFI BIOS rootkit developed by the company Hacking Team to persist remote access software on some targeted systems., T1014 
HiddenWasp uses a rootkit to hook and implement functions on the system., T1014 
HIDEDRV is a rootkit that hides certain operating system artifacts., T1014 
HTRAN can install a rootkit to hide network connections from the host OS., T1014 
LoJax is a UEFI BIOS rootkit deployed to persist remote access software on some targeted systems., T1014 
PoisonIvy starts a rootkit from a malicious file dropped to disk., T1014 
"Umbreon hides from defenders by hooking libc function calls, hiding artifacts that would reveal its presence, such as the user account it creates to provide access and undermining strace, a tool often used to identify malware.", T1014 
Uroburos is a rootkit used by Turla., T1014 
Winnti Group used a rootkit to modify typical server functionality., T1014 
ADVSTORESHELL has used rundll32  in a Registry value to establish persistence., T1085 
APT19 configured its payload to inject into the rundll32 ., T1085 
APT28 executed CHOPSTICK by using rundll32 commands such as rundll32  ?????directory, T1085 
APT28 also executed a   for a first stage dropper using rundll32 ., T1085 
An APT28 loader Trojan saved a batch script that uses rundll32 to execute a DLL payload., T1085 
APT29 has used rundll32  for execution., T1085 
APT3 has a tool that can run DLLs., T1085 
Bisonal uses rundll32  to execute as part of the Registry Run key it add  HKEY_CURRENT_USER \   ???漹ert?????= ?????rundll32  directory, T1085 
